DetAnulacion;Serie
DetAnulaciones;CodPais
DetAnulaciones;Dealer
DetAnulaciones;Tda
DetAnulaciones;Serie
DetAnulaciones;TipoDoc
DetAnulaciones;DocNo
DetAnulaciones;LineaNo
DetAsignacionProd;CodPais
DetAsignacionProd;Dealer
DetAsignacionProd;Tda
DetAsignacionProd;LineaNo
DetBoton;CodPais
DetBoton;Dealer
DetBoton;Tda
DetBoton;IdBoton
DetBoton;Codigo
DetCodigosReporte;CodPais
DetCodigosReporte;Dealer
DetCodigosReporte;Tipo
DetCodigosReporte;Columna
DetCodigosReporte;Codigo
DetComanda;CodPais
DetComanda;Dealer
DetComanda;Tda
DetComanda;Mesa
DetComanda;PedidoNo
DetComanda;Fecha
DetComanda;Hora
DetComanda;IDDetalle
DetComanda;NoLinea
DetCompra;CodPais
DetCompra;Dealer
DetCompra;Tda
DetCompra;CompraNo
DetCompra;LineaNo
DetCompraAnterior;CodPais
DetCompraAnterior;Dealer
DetCompraAnterior;Tda
DetCompraAnterior;CompraNo
DetCompraAnterior;LineaNo
DetCompraAnteriorAnterior;CodPais
DetCompraAnteriorAnterior;Dealer
DetCompraAnteriorAnterior;Tda
DetCompraAnteriorAnterior;CompraNo
DetCompraAnteriorAnterior;LineaNo
DetCompraRecepcion;CodPais
DetCompraRecepcion;Dealer
DetCompraRecepcion;Tda
DetCompraRecepcion;CompraNo
DetCompraRecepcion;LineaNo
DetCompraTemp;CodPais
DetCompraTemp;Dealer
DetCompraTemp;Tda
DetCompraTemp;CompraNo
DetCompraTemp;LineaNo
DetConsumo;CodPais
DetConsumo;Dealer
DetConsumo;Tda
